OID_,latitude,longitude,activitystartdate,resultmeasurevalue_mg_l,chlor_a,nflh,poc,sst,Rrs_412,Rrs_443,Rrs_469,Rrs_488,Rrs_531,Rrs_547,Rrs_555,Rrs_645,Rrs_667,Rrs_678
6071,28.011,-92.9921,5/15/2010 0:00,4.83,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6072,28.011,-92.9921,5/15/2010 0:00,4.824,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6073,28.011,-92.9921,5/15/2010 0:00,4.822,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6074,28.011,-92.9921,5/15/2010 0:00,4.799,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6075,28.011,-92.9921,5/15/2010 0:00,4.781,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6076,28.011,-92.9921,5/15/2010 0:00,4.778,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6077,28.011,-92.9921,5/15/2010 0:00,4.774,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6078,28.011,-92.9921,5/15/2010 0:00,4.782,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6079,28.011,-92.9921,5/15/2010 0:00,4.814,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6080,28.011,-92.9921,5/15/2010 0:00,4.816,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6081,28.011,-92.9921,5/15/2010 0:00,4.81,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6082,28.011,-92.9921,5/15/2010 0:00,4.793,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6083,28.011,-92.9921,5/15/2010 0:00,4.769,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6084,28.011,-92.9921,5/15/2010 0:00,4.749,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6085,28.011,-92.9921,5/15/2010 0:00,4.741,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6086,28.011,-92.9921,5/15/2010 0:00,4.739,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6087,28.011,-92.9921,5/15/2010 0:00,4.713,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6088,28.011,-92.9921,5/15/2010 0:00,4.689,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6089,28.011,-92.9921,5/15/2010 0:00,4.676,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6090,28.011,-92.9921,5/15/2010 0:00,4.665,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6091,28.011,-92.9921,5/15/2010 0:00,4.651,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6092,28.011,-92.9921,5/15/2010 0:00,4.626,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6093,28.011,-92.9921,5/15/2010 0:00,4.593,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6094,28.011,-92.9921,5/15/2010 0:00,4.568,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6095,28.011,-92.9921,5/15/2010 0:00,4.548,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6096,28.011,-92.9921,5/15/2010 0:00,4.529,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6097,28.011,-92.9921,5/15/2010 0:00,4.511,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6098,28.011,-92.9921,5/15/2010 0:00,4.494,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6099,28.011,-92.9921,5/15/2010 0:00,4.476,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6100,28.011,-92.9921,5/15/2010 0:00,4.453,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6101,28.011,-92.9921,5/15/2010 0:00,4.432,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6102,28.011,-92.9921,5/15/2010 0:00,4.409,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6103,28.011,-92.9921,5/15/2010 0:00,4.375,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6104,28.011,-92.9921,5/15/2010 0:00,4.329,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6105,28.011,-92.9921,5/15/2010 0:00,4.278,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6106,28.011,-92.9921,5/15/2010 0:00,4.238,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6107,28.011,-92.9921,5/15/2010 0:00,4.212,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6108,28.011,-92.9921,5/15/2010 0:00,4.188,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6109,28.011,-92.9921,5/15/2010 0:00,4.158,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6110,28.011,-92.9921,5/15/2010 0:00,4.124,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6111,28.011,-92.9921,5/15/2010 0:00,4.094,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6112,28.011,-92.9921,5/15/2010 0:00,4.067,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6113,28.011,-92.9921,5/15/2010 0:00,4.041,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6114,28.011,-92.9921,5/15/2010 0:00,4.014,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6115,28.011,-92.9921,5/15/2010 0:00,3.979,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6116,28.011,-92.9921,5/15/2010 0:00,3.945,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6117,28.011,-92.9921,5/15/2010 0:00,3.94,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6118,28.011,-92.9921,5/15/2010 0:00,3.937,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6119,28.011,-92.9921,5/15/2010 0:00,3.933,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6120,28.011,-92.9921,5/15/2010 0:00,3.928,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6121,28.011,-92.9921,5/15/2010 0:00,3.924,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6122,28.011,-92.9921,5/15/2010 0:00,3.918,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6123,28.011,-92.9921,5/15/2010 0:00,3.908,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6124,28.011,-92.9921,5/15/2010 0:00,3.895,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6125,28.011,-92.9921,5/15/2010 0:00,3.888,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6126,28.011,-92.9921,5/15/2010 0:00,3.885,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6127,28.011,-92.9921,5/15/2010 0:00,3.883,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6128,28.011,-92.9921,5/15/2010 0:00,3.881,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6129,28.011,-92.9921,5/15/2010 0:00,3.88,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6130,28.011,-92.9921,5/15/2010 0:00,3.879,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6131,28.011,-92.9921,5/15/2010 0:00,3.877,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6132,28.011,-92.9921,5/15/2010 0:00,3.876,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6133,28.011,-92.9921,5/15/2010 0:00,3.874,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6134,28.011,-92.9921,5/15/2010 0:00,3.872,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6135,28.011,-92.9921,5/15/2010 0:00,3.871,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6136,28.011,-92.9921,5/15/2010 0:00,3.867,0.2552335,0.0237164,74.1750031,25.493124,0.0038703,0.004189,0.004281,0.0040523,0.002217,0.0016615,0.0013823,0.0000863,0.000148,0.0001493
6137,28.0035,-93.4936,5/15/2010 0:00,4.596,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6138,28.0035,-93.4936,5/15/2010 0:00,4.606,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6139,28.0035,-93.4936,5/15/2010 0:00,4.619,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6140,28.0035,-93.4936,5/15/2010 0:00,4.625,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6141,28.0035,-93.4936,5/15/2010 0:00,4.63,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6142,28.0035,-93.4936,5/15/2010 0:00,4.636,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6143,28.0035,-93.4936,5/15/2010 0:00,4.64,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6144,28.0035,-93.4936,5/15/2010 0:00,4.648,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6145,28.0035,-93.4936,5/15/2010 0:00,4.652,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6146,28.0035,-93.4936,5/15/2010 0:00,4.655,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6147,28.0035,-93.4936,5/15/2010 0:00,4.657,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6148,28.0035,-93.4936,5/15/2010 0:00,4.659,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6149,28.0035,-93.4936,5/15/2010 0:00,4.653,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6150,28.0035,-93.4936,5/15/2010 0:00,4.656,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6151,28.0035,-93.4936,5/15/2010 0:00,4.664,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6152,28.0035,-93.4936,5/15/2010 0:00,4.67,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6153,28.0035,-93.4936,5/15/2010 0:00,4.675,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6154,28.0035,-93.4936,5/15/2010 0:00,4.678,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6155,28.0035,-93.4936,5/15/2010 0:00,4.681,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6156,28.0035,-93.4936,5/15/2010 0:00,4.683,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6157,28.0035,-93.4936,5/15/2010 0:00,4.682,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6158,28.0035,-93.4936,5/15/2010 0:00,4.68,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6159,28.0035,-93.4936,5/15/2010 0:00,4.679,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6160,28.0035,-93.4936,5/15/2010 0:00,4.693,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6161,28.0035,-93.4936,5/15/2010 0:00,4.73,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6162,28.0035,-93.4936,5/15/2010 0:00,4.738,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6163,28.0035,-93.4936,5/15/2010 0:00,4.784,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6164,28.0035,-93.4936,5/15/2010 0:00,4.883,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6165,28.0035,-93.4936,5/15/2010 0:00,5.004,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6166,28.0035,-93.4936,5/15/2010 0:00,5.088,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6167,28.0035,-93.4936,5/15/2010 0:00,5.098,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6168,28.0035,-93.4936,5/15/2010 0:00,5.037,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6169,28.0035,-93.4936,5/15/2010 0:00,4.975,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6170,28.0035,-93.4936,5/15/2010 0:00,4.93,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6171,28.0035,-93.4936,5/15/2010 0:00,4.935,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6172,28.0035,-93.4936,5/15/2010 0:00,4.985,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6173,28.0035,-93.4936,5/15/2010 0:00,5.049,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6174,28.0035,-93.4936,5/15/2010 0:00,5.079,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6175,28.0035,-93.4936,5/15/2010 0:00,5.068,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6176,28.0035,-93.4936,5/15/2010 0:00,5.054,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6177,28.0035,-93.4936,5/15/2010 0:00,5.036,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6178,28.0035,-93.4936,5/15/2010 0:00,5.008,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6179,28.0035,-93.4936,5/15/2010 0:00,4.973,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6180,28.0035,-93.4936,5/15/2010 0:00,4.919,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6181,28.0035,-93.4936,5/15/2010 0:00,4.831,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6182,28.0035,-93.4936,5/15/2010 0:00,4.732,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6183,28.0035,-93.4936,5/15/2010 0:00,4.651,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6184,28.0035,-93.4936,5/15/2010 0:00,4.595,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6185,28.0035,-93.4936,5/15/2010 0:00,4.542,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6186,28.0035,-93.4936,5/15/2010 0:00,4.475,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6187,28.0035,-93.4936,5/15/2010 0:00,4.43,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6188,28.0035,-93.4936,5/15/2010 0:00,4.411,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6189,28.0035,-93.4936,5/15/2010 0:00,4.395,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6190,28.0035,-93.4936,5/15/2010 0:00,4.387,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6191,28.0035,-93.4936,5/15/2010 0:00,4.378,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6192,28.0035,-93.4936,5/15/2010 0:00,4.361,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6193,28.0035,-93.4936,5/15/2010 0:00,4.331,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6194,28.0035,-93.4936,5/15/2010 0:00,4.292,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6195,28.0035,-93.4936,5/15/2010 0:00,4.2,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6196,28.0035,-93.4936,5/15/2010 0:00,4.116,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6197,28.0035,-93.4936,5/15/2010 0:00,4.113,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
6198,28.0035,-93.4936,5/15/2010 0:00,4.11,0.3685622,0.0356225,100.5999985,25.484499,0.002921,0.0033663,0.0036467,0.003565,0.0022657,0.001775,0.0015303,0.0001607,0.0001787,0.0001793
